dt,event,cnt_id,cnt_type,location_name,end_location_name
2007-02-25,Отправлен_грузополучателю,CRTU2183954,40,Санкт-Петербург,
2007-03-15,Прибыл_свободным,CRTU2183954,40,Санкт-Петербург,
2007-03-17,Передан_на_погрузку,CRTU2183954,40,Санкт-Петербург,
2007-03-17,Прибыл_груженый,CRTU2183954,40,Санкт-Петербург,
2007-03-17,Отправлен_по_ЖД,CRTU2183954,40,Санкт-Петербург,Владивосток
2007-03-28,Прибыл_по_ЖД,CRTU2183954,40,Владивосток,
2007-03-30,Отправлен_грузополучателю,CRTU2183954,40,Владивосток,
2007-04-20,Прибыл_свободным,CRTU2183954,40,Владивосток,
2007-05-04,Передан_на_погрузку,CRTU2183954,40,Владивосток,
2007-05-10,Прибыл_груженый,CRTU2183954,40,Владивосток,
2007-05-11,Отправлен_по_ЖД,CRTU2183954,40,Владивосток,Москва
2007-05-24,Прибыл_по_ЖД,CRTU2183954,40,Москва,
2007-05-26,Отправлен_грузополучателю,CRTU2183954,40,Москва,
2007-06-08,Прибыл_свободным,CRTU2183954,40,Москва,
2007-07-11,Передан_на_погрузку,CRTU2183954,40,Москва,
2007-07-11,Прибыл_груженый,CRTU2183954,40,Москва,
2007-07-15,Отправлен_по_ЖД,CRTU2183954,40,Москва,Санкт-Петербург
2007-07-15,Прибыл_по_ЖД,CRTU2183954,40,Санкт-Петербург,
2007-07-16,Отправлен_грузополучателю,CRTU2183954,40,Санкт-Петербург,
2007-07-24,Прибыл_свободным,CRTU2183954,40,Санкт-Петербург,
2007-08-13,Передан_на_погрузку,CRTU2183954,40,Санкт-Петербург,
2007-08-18,Прибыл_груженый,CRTU2183954,40,Санкт-Петербург,
2007-08-19,Отправлен_по_ЖД,CRTU2183954,40,Санкт-Петербург,Москва
2007-08-19,Прибыл_по_ЖД,CRTU2183954,40,Москва,
2007-08-23,Отправлен_грузополучателю,CRTU2183954,40,Москва,
2007-08-26,Прибыл_свободным,CRTU2183954,40,Москва,
2007-09-07,Передан_на_погрузку,CRTU2183954,40,Москва,
2007-09-27,Прибыл_груженый,CRTU2183954,40,Москва,
2007-09-29,Отправлен_по_ЖД,CRTU2183954,40,Москва,Владивосток
2007-10-16,Прибыл_по_ЖД,CRTU2183954,40,Владивосток,
2007-10-19,Отправлен_грузополучателю,CRTU2183954,40,Владивосток,
2007-10-29,Прибыл_свободным,CRTU2183954,40,Владивосток,
2007-12-02,Передан_на_погрузку,CRTU2183954,40,Владивосток,
2007-12-06,Прибыл_груженый,CRTU2183954,40,Владивосток,
2007-12-10,Отправлен_по_ЖД,CRTU2183954,40,Владивосток,Москва
2007-12-24,Прибыл_по_ЖД,CRTU2183954,40,Москва,
2007-12-26,Отправлен_грузополучателю,CRTU2183954,40,Москва,
2006-01-22,Прибыл_свободным,BUTU8954572,40,Санкт-Петербург,
2006-02-09,Передан_на_погрузку,BUTU8954572,40,Санкт-Петербург,
2006-02-22,Прибыл_груженый,BUTU8954572,40,Санкт-Петербург,
2006-02-23,Отправлен_по_ЖД,BUTU8954572,40,Санкт-Петербург,Москва
2006-02-23,Прибыл_по_ЖД,BUTU8954572,40,Москва,
2006-02-25,Отправлен_грузополучателю,BUTU8954572,40,Москва,
2006-03-09,Прибыл_свободным,BUTU8954572,40,Москва,
2006-03-28,Передан_на_погрузку,BUTU8954572,40,Москва,
2006-04-07,Прибыл_груженый,BUTU8954572,40,Москва,
2006-04-09,Отправлен_по_ЖД,BUTU8954572,40,Москва,Санкт-Петербург
2006-04-11,Прибыл_по_ЖД,BUTU8954572,40,Санкт-Петербург,
2006-04-12,Отправлен_грузополучателю,BUTU8954572,40,Санкт-Петербург,
2006-04-23,Прибыл_свободным,BUTU8954572,40,Санкт-Петербург,
2006-05-18,Передан_на_погрузку,BUTU8954572,40,Санкт-Петербург,
2006-05-25,Прибыл_груженый,BUTU8954572,40,Санкт-Петербург,
2006-05-27,Отправлен_по_ЖД,BUTU8954572,40,Санкт-Петербург,Владивосток
2006-06-13,Прибыл_по_ЖД,BUTU8954572,40,Владивосток,
2006-06-16,Отправлен_грузополучателю,BUTU8954572,40,Владивосток,
2006-06-23,Прибыл_свободным,BUTU8954572,40,Владивосток,
2006-08-12,Передан_на_погрузку,BUTU8954572,40,Владивосток,
2006-08-20,Прибыл_груженый,BUTU8954572,40,Владивосток,
2006-08-23,Отправлен_по_ЖД,BUTU8954572,40,Владивосток,Санкт-Петербург
2006-09-07,Прибыл_по_ЖД,BUTU8954572,40,Санкт-Петербург,
2006-09-08,Отправлен_грузополучателю,BUTU8954572,40,Санкт-Петербург,
2006-09-16,Прибыл_свободным,BUTU8954572,40,Санкт-Петербург,
2006-10-25,Передан_на_погрузку,BUTU8954572,40,Санкт-Петербург,
2006-10-31,Прибыл_груженый,BUTU8954572,40,Санкт-Петербург,
2006-11-03,Отправлен_по_ЖД,BUTU8954572,40,Санкт-Петербург,Москва
2006-11-03,Прибыл_по_ЖД,BUTU8954572,40,Москва,
2006-11-06,Отправлен_грузополучателю,BUTU8954572,40,Москва,
2006-11-14,Прибыл_свободным,BUTU8954572,40,Москва,
2006-12-22,Передан_на_погрузку,BUTU8954572,40,Москва,
2007-01-14,Прибыл_груженый,BUTU8954572,40,Москва,
2007-01-15,Отправлен_по_ЖД,BUTU8954572,40,Москва,Владивосток
2007-01-26,Прибыл_по_ЖД,BUTU8954572,40,Владивосток,
2007-01-29,Отправлен_грузополучателю,BUTU8954572,40,Владивосток,
2007-02-09,Прибыл_свободным,BUTU8954572,40,Владивосток,
2007-03-01,Передан_на_погрузку,BUTU8954572,40,Владивосток,
2007-03-11,Прибыл_груженый,BUTU8954572,40,Владивосток,
2007-03-13,Отправлен_по_ЖД,BUTU8954572,40,Владивосток,Санкт-Петербург
2007-03-25,Прибыл_по_ЖД,BUTU8954572,40,Санкт-Петербург,
2007-03-28,Отправлен_грузополучателю,BUTU8954572,40,Санкт-Петербург,
2007-04-06,Прибыл_свободным,BUTU8954572,40,Санкт-Петербург,
2007-06-17,Передан_на_погрузку,BUTU8954572,40,Санкт-Петербург,
2007-06-29,Прибыл_груженый,BUTU8954572,40,Санкт-Петербург,
2007-07-01,Отправлен_по_ЖД,BUTU8954572,40,Санкт-Петербург,Москва
2007-07-02,Прибыл_по_ЖД,BUTU8954572,40,Москва,
2007-07-03,Отправлен_грузополучателю,BUTU8954572,40,Москва,
2007-08-02,Прибыл_свободным,BUTU8954572,40,Москва,
2007-08-11,Передан_на_погрузку,BUTU8954572,40,Москва,
2007-08-20,Прибыл_груженый,BUTU8954572,40,Москва,
2007-08-23,Отправлен_по_ЖД,BUTU8954572,40,Москва,Владивосток
2007-09-02,Прибыл_по_ЖД,BUTU8954572,40,Владивосток,
2007-09-04,Отправлен_грузополучателю,BUTU8954572,40,Владивосток,
2007-09-08,Прибыл_свободным,BUTU8954572,40,Владивосток,
2007-10-05,Передан_на_погрузку,BUTU8954572,40,Владивосток,
2007-10-07,Прибыл_груженый,BUTU8954572,40,Владивосток,
2007-10-09,Отправлен_по_ЖД,BUTU8954572,40,Владивосток,Москва
2007-10-16,Прибыл_по_ЖД,BUTU8954572,40,Москва,
2007-10-18,Отправлен_грузополучателю,BUTU8954572,40,Москва,
2007-11-01,Прибыл_свободным,BUTU8954572,40,Москва,
2007-11-01,Передан_на_погрузку,BUTU8954572,40,Москва,
2007-11-13,Прибыл_груженый,BUTU8954572,40,Москва,
2007-11-15,Отправлен_по_ЖД,BUTU8954572,40,Москва,Владивосток
2007-12-05,Прибыл_по_ЖД,BUTU8954572,40,Владивосток,
2007-12-07,Отправлен_грузополучателю,BUTU8954572,40,Владивосток,
2007-12-11,Прибыл_свободным,BUTU8954572,40,Владивосток,
2008-01-16,Передан_на_погрузку,BUTU8954572,40,Владивосток,
2008-01-16,Прибыл_груженый,BUTU8954572,40,Владивосток,
2008-01-17,Отправлен_по_ЖД,BUTU8954572,40,Владивосток,Москва
2008-01-30,Прибыл_по_ЖД,BUTU8954572,40,Москва,
2008-02-01,Отправлен_грузополучателю,BUTU8954572,40,Москва,
2006-01-21,Прибыл_свободным,WEDU6876299,20,Москва,
2006-02-07,Передан_на_погрузку,WEDU6876299,20,Москва,
2006-02-15,Прибыл_груженый,WEDU6876299,20,Москва,
2006-02-16,Отправлен_по_ЖД,WEDU6876299,20,Москва,Владивосток
2006-03-07,Прибыл_по_ЖД,WEDU6876299,20,Владивосток,
2006-03-10,Отправлен_грузополучателю,WEDU6876299,20,Владивосток,
2006-03-20,Прибыл_свободным,WEDU6876299,20,Владивосток,
2006-04-22,Передан_на_погрузку,WEDU6876299,20,Владивосток,
2006-04-26,Прибыл_груженый,WEDU6876299,20,Владивосток,
2006-04-26,Отправлен_по_ЖД,WEDU6876299,20,Владивосток,Москва
2006-05-12,Прибыл_по_ЖД,WEDU6876299,20,Москва,
2006-05-15,Отправлен_грузополучателю,WEDU6876299,20,Москва,
2006-06-06,Прибыл_свободным,WEDU6876299,20,Москва,
2006-07-09,Передан_на_погрузку,WEDU6876299,20,Москва,
2006-07-21,Прибыл_груженый,WEDU6876299,20,Москва,
2006-07-22,Отправлен_по_ЖД,WEDU6876299,20,Москва,Санкт-Петербург
2006-07-22,Прибыл_по_ЖД,WEDU6876299,20,Санкт-Петербург,
2006-07-24,Отправлен_грузополучателю,WEDU6876299,20,Санкт-Петербург,
2006-07-24,Прибыл_свободным,WEDU6876299,20,Санкт-Петербург,
2006-08-28,Передан_на_погрузку,WEDU6876299,20,Санкт-Петербург,
2006-09-02,Прибыл_груженый,WEDU6876299,20,Санкт-Петербург,
2006-09-04,Отправлен_по_ЖД,WEDU6876299,20,Санкт-Петербург,Владивосток
2006-09-18,Прибыл_по_ЖД,WEDU6876299,20,Владивосток,
2006-09-20,Отправлен_грузополучателю,WEDU6876299,20,Владивосток,
2006-09-20,Прибыл_свободным,WEDU6876299,20,Владивосток,
2006-10-06,Передан_на_погрузку,WEDU6876299,20,Владивосток,
2006-10-13,Прибыл_груженый,WEDU6876299,20,Владивосток,
2006-10-15,Отправлен_по_ЖД,WEDU6876299,20,Владивосток,Санкт-Петербург
2006-11-01,Прибыл_по_ЖД,WEDU6876299,20,Санкт-Петербург,
2006-11-03,Отправлен_грузополучателю,WEDU6876299,20,Санкт-Петербург,
2006-11-10,Прибыл_свободным,WEDU6876299,20,Санкт-Петербург,
2006-12-01,Передан_на_погрузку,WEDU6876299,20,Санкт-Петербург,
2006-12-01,Прибыл_груженый,WEDU6876299,20,Санкт-Петербург,
2006-12-02,Отправлен_по_ЖД,WEDU6876299,20,Санкт-Петербург,Москва
2006-12-05,Прибыл_по_ЖД,WEDU6876299,20,Москва,
2006-12-06,Отправлен_грузополучателю,WEDU6876299,20,Москва,
2006-12-28,Прибыл_свободным,WEDU6876299,20,Москва,
2007-01-25,Передан_на_погрузку,WEDU6876299,20,Москва,
2007-01-27,Прибыл_груженый,WEDU6876299,20,Москва,
2007-01-29,Отправлен_по_ЖД,WEDU6876299,20,Москва,Санкт-Петербург
2007-02-03,Прибыл_по_ЖД,WEDU6876299,20,Санкт-Петербург,
2007-02-05,Отправлен_грузополучателю,WEDU6876299,20,Санкт-Петербург,
2007-02-12,Прибыл_свободным,WEDU6876299,20,Санкт-Петербург,
2007-02-12,Передан_на_погрузку,WEDU6876299,20,Санкт-Петербург,
2007-02-15,Прибыл_груженый,WEDU6876299,20,Санкт-Петербург,
2007-02-18,Отправлен_по_ЖД,WEDU6876299,20,Санкт-Петербург,Владивосток
2007-03-09,Прибыл_по_ЖД,WEDU6876299,20,Владивосток,
2007-03-10,Отправлен_грузополучателю,WEDU6876299,20,Владивосток,
2007-03-29,Прибыл_свободным,WEDU6876299,20,Владивосток,
2007-04-22,Передан_на_погрузку,WEDU6876299,20,Владивосток,
2007-04-24,Прибыл_груженый,WEDU6876299,20,Владивосток,
2007-04-25,Отправлен_по_ЖД,WEDU6876299,20,Владивосток,Санкт-Петербург
2007-05-16,Прибыл_по_ЖД,WEDU6876299,20,Санкт-Петербург,
2007-05-17,Отправлен_грузополучателю,WEDU6876299,20,Санкт-Петербург,
2007-06-08,Прибыл_свободным,WEDU6876299,20,Санкт-Петербург,
2007-06-13,Передан_на_погрузку,WEDU6876299,20,Санкт-Петербург,
2007-06-17,Прибыл_груженый,WEDU6876299,20,Санкт-Петербург,
2007-06-19,Отправлен_по_ЖД,WEDU6876299,20,Санкт-Петербург,Владивосток
2007-07-08,Прибыл_по_ЖД,WEDU6876299,20,Владивосток,
2007-07-10,Отправлен_грузополучателю,WEDU6876299,20,Владивосток,
2007-07-30,Прибыл_свободным,WEDU6876299,20,Владивосток,
2007-09-21,Передан_на_погрузку,WEDU6876299,20,Владивосток,
2007-10-02,Прибыл_груженый,WEDU6876299,20,Владивосток,
2007-10-05,Отправлен_по_ЖД,WEDU6876299,20,Владивосток,Москва
2007-10-16,Прибыл_по_ЖД,WEDU6876299,20,Москва,
2007-10-17,Отправлен_грузополучателю,WEDU6876299,20,Москва,
2007-10-17,Прибыл_свободным,WEDU6876299,20,Москва,
2007-10-30,Передан_на_погрузку,WEDU6876299,20,Москва,
2007-11-03,Прибыл_груженый,WEDU6876299,20,Москва,
2007-11-04,Отправлен_по_ЖД,WEDU6876299,20,Москва,Владивосток
2007-11-19,Прибыл_по_ЖД,WEDU6876299,20,Владивосток,
2007-11-22,Отправлен_грузополучателю,WEDU6876299,20,Владивосток,
2007-12-09,Прибыл_свободным,WEDU6876299,20,Владивосток,
2007-12-28,Передан_на_погрузку,WEDU6876299,20,Владивосток,
2007-12-28,Прибыл_груженый,WEDU6876299,20,Владивосток,
2007-12-29,Отправлен_по_ЖД,WEDU6876299,20,Владивосток,Москва
2008-01-10,Прибыл_по_ЖД,WEDU6876299,20,Москва,
2008-01-12,Отправлен_грузополучателю,WEDU6876299,20,Москва,
2006-01-21,Прибыл_свободным,TIMU1636645,20,Санкт-Петербург,
2006-01-30,Передан_на_погрузку,TIMU1636645,20,Санкт-Петербург,
